question_id,source_kind,course_id,level,module_id,title,ข้อที่,รูปแบบโจทย์,คำถาม (Question),ตัวเลือก (Choices),เฉลย (Answer),มาตราที่เกี่ยวข้อง (Sections),คำอธิบายเหตุผล (Explanation),hint_1,hint_2,hint_3,yaml_path,source_note
q-level1-41216-import-026,pasted_quiz_data,41216,1,บทบัญญัติทั่วไปทางอาญา,นักโทษเด็ดขาดซึ่งเป็นนักโทษชั้นเยี่ยม จะได้รับพิจารณาปล่อยตั,26,MCQ,นักโทษเด็ดขาดซึ่งเป็นนักโทษชั้นเยี่ยม จะได้รับพิจารณาปล่อยตัวพักจากการลงโทษเมื่อเหลือโทษจำคุกไม่เกินเท่าใด,"ก. กึ่งหนึ่ง 
ข. หนึ่งในสาม 
ค. หนึ่งในสี่ 
ง. หนึ่งในห้า 
จ. เท่าใดก็ได้อยู่ในดุลยพินิจของศาล",ข,พ.ร.บ. ราชทัณฑ์,ตามกฎกระทรวงและระเบียบราชทัณฑ์ว่าด้วยการพักการลงโทษ นักโทษเด็ดขาดที่มีความประพฤติดีเยี่ยม (ชั้นเยี่ยม) จะได้รับสิทธิพิจารณาพักการลงโทษปล่อยตัวก่อนกำหนดเมื่อได้รับโทษมาแล้วไม่น้อยกว่าสองในสาม หรือเหลือโทษจำคุกไม่เกินหนึ่งในสาม,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: บทบัญญัติทั่วไปทางอาญา,พิจารณาหลักกฎหมายอาญาที่เกี่ยวข้อง,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-027,pasted_quiz_data,41216,1,บทบัญญัติทั่วไปทางอาญา,ข้อใดเป็นวัตถุประสงค์หลักของโทษกักขัง,27,MCQ,ข้อใดเป็นวัตถุประสงค์หลักของโทษกักขัง,"ก. เพื่อแก้ปัญหานักโทษล้นคุก 
ข. เพื่อให้นักโทษมีโอกาสศึกษาและฝึกอาชีพได้มากขึ้น 
ค. เพื่อกำหนดสถานที่ควบคุมตัวให้เหมาะสมกับลักษณะของความคิด 
ง. เพื่อกันผู้กระทำความผิดเล็กน้อยออกจากความผิดร้ายแรง 
จ. ถูกทุกข้อ",ง,มาตรา 24,วัตถุประสงค์หลักทางทฤษฎีและกฎหมายของโทษกักขัง (ซึ่งไม่ใช่การจำคุกในเรือนจำ) คือการแยกผู้กระทำความผิดลหุโทษหรือความผิดเล็กน้อยไม่ให้ต้องเข้าไปรวมกับอาชญากรร้ายแรงในเรือนจำ เพื่อป้องกันมิให้เกิดการซึมซับพฤติกรรมอาชญากรรม,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: บทบัญญัติทั่วไปทางอาญา,พิจารณามาตรา 24,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-028,pasted_quiz_data,41216,1,บทบัญญัติทั่วไปทางอาญา,การรอการลงโทษ (ภาคทัณฑ์) นั้น จะทำได้สำหรับคดีตามข้อใด,28,MCQ,การรอการลงโทษ (ภาคทัณฑ์) นั้น จะทำได้สำหรับคดีตามข้อใด,"ก. คดีมีอัตราโทษจำคุกไม่เกิน 3 ปี 
ข. คดีที่ศาลลงโทษจำคุกไม่เกิน 5 ปี 
ค. คดีที่มีอัตราโทษจำคุกไม่เกิน 2 ปี 
ง. คดีที่ศาลลงโทษจำคุกไม่เกิน 2 ปี 
จ. คดีที่มีอัตราโทษจำคุกไม่เกิน 5 ปี และศาลลงโทษจำคุกไม่เกิน 2 ปี",ข,มาตรา 56,ตามมาตรา 56 (แก้ไขเพิ่มเติม) ศาลสามารถใช้ดุลยพินิจรอการลงโทษจำคุกหรือรอการกำหนดโทษได้ในคดีที่ศาลจะลงโทษจำคุกไม่เกิน 5 ปี (โดยไม่คำนึงถึงอัตราโทษขั้นสูงของกฎหมาย แต่ดูจากโทษที่ศาลจะลงจริง),โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: บทบัญญัติทั่วไปทางอาญา,พิจารณามาตรา 56,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-029,pasted_quiz_data,41216,1,บทบัญญัติทั่วไปทางอาญา,เขียวบุกรุกเข้าไปในบ้านของฟ้าเพื่อประสงค์จะลักทรัพย์โดยได้ลั,29,MCQ,เขียวบุกรุกเข้าไปในบ้านของฟ้าเพื่อประสงค์จะลักทรัพย์โดยได้ลักเอาแหวนเพชรของฟ้าไป ดังนี้ การกระทำของเขียวเป็นความผิดตามข้อใด,"ก. กรรมเดียวผิดกฎหมายหลายเดียว 
ข. กรรมเดียวผิดกฎหมายหลายบท 
ค. หลายกรรมผิดกฎหมายบทเดียว 
ง. หลายกรรมผิดกฎหมายหลายบท 
จ. หลายกรรมผิดกฎหมายหลายบทและหลายกระทง",ง,"มาตรา 90, 91",การเจตนาบุกรุกเข้าไปในเคหสถานเป็นการกระทำส่วนหนึ่งที่สำเร็จในตัวเอง (ความผิดฐานบุกรุก) และเมื่อเข้าไปแล้วเกิดการลักทรัพย์ต่อ ถือเป็นเจตนาแยกต่างหากจากกัน จึงเป็นความผิดสองฐานที่เป็นอนุกรมเรียงกระทง หรือความผิด 'หลายกรรมต่างกัน' ตามมาตรา 91,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: บทบัญญัติทั่วไปทางอาญา,"พิจารณามาตรา 90, 91","",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-030,pasted_quiz_data,41216,1,บทบัญญัติทั่วไปทางอาญา,หนึ่งบุกรุกเข้าไปในเคหสถานของสองในเวลากลางวัน ดังนี้ สองต้อง,30,MCQ,หนึ่งบุกรุกเข้าไปในเคหสถานของสองในเวลากลางวัน ดังนี้ สองต้องร้องทุกข์ภายในเวลาเท่าใดนับแต่รู้เรื่องความผิดและรู้ตัวผู้กระทำผิด และต้องฟ้องภายในเวลาไม่เกินเท่าใด,"ก. ต้องร้องทุกข์ภายใน 3 เดือน และต้องฟ้องภายใน 1 ปี 
ข. ต้องร้องทุกข์ภายใน 3 เดือน และต้องฟ้องภายใน 5 ปี 
ค. ต้องร้องทุกข์ภายใน 6 เดือน และต้องฟ้องภายใน 1 ปี 
ง. ต้องร้องทุกข์ภายใน 6 เดือน และต้องฟ้องภายใน 5 ปี 
จ. ต้องร้องทุกข์ภายใน 6 เดือน และต้องฟ้องภายใน 10 ปี",ข,"มาตรา 96, 364",ความผิดฐานบุกรุกเคหสถานในเวลากลางวันตามมาตรา 364 เป็นความผิดอันยอมความได้ (ความผิดต่อส่วนตัว) ซึ่งต้องร้องทุกข์ภายใน 3 เดือนนับแต่รู้เรื่องและรู้ตัวผู้กระทำผิดตามมาตรา 96 และความผิดนี้มีอัตราโทษจำคุกไม่เกิน 1 ปี จึงมีอายุความฟ้องร้อง 5 ปีตามมาตรา 95(4),โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: บทบัญญัติทั่วไปทางอาญา,"พิจารณามาตรา 96, 364","",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-031,pasted_quiz_data,41216,1,กฎหมายอาญา,การกระทำในข้อใดที่ยัง ไม่ เป็นความผิดเกี่ยวกับความมั่นคงแห่ง,31,MCQ,การกระทำในข้อใดที่ยัง ไม่ เป็นความผิดเกี่ยวกับความมั่นคงแห่งราชอาณาจักร ตาม ป.อ. มาตรา 109,"ก. พกพาอาวุธปืนเพื่อจะยิงผู้สำเร็จราชการแทนพระองค์ 
ข. พกอาวุธปืนเพื่อจะยิงรัชทายาท 
ค. พกพาอาวุธปืนเพื่อจะยิงนายกรัฐมนตรี 
ง. หาปืนมาไว้เพื่อจะยิงผู้สำเร็จราชการแทนพระองค์ 
จ. ทุกข้อเป็นความผิดตาม ป.อ. มาตรา 109",ค,มาตรา 109,มาตรา 109 บัญญัติคุ้มครองเฉพาะพระมหากษัตริย์ พระราชินี รัชทายาท หรือผู้สำเร็จราชการแทนพระองค์ โดยกำหนดโทษขั้นพยายามหรือตระเตรียมการไว้เป็นความผิดเด็ดขาด ส่วนนายกรัฐมนตรีไม่ได้เป็นบุคคลที่ได้รับความคุ้มครองตามหมวดความมั่นคงในมาตรานี้ การพกปืนจึงเป็นเพียงความผิดลหุโทษหรือความผิดตาม พ.ร.บ.อาวุธปืนทั่วไป,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: กฎหมายอาญา,พิจารณามาตรา 109,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-032,pasted_quiz_data,41216,1,กฎหมายอาญา,ดูหมิ่นเจ้าพนักงานตามข้อใดผู้กระทำ ไม่มีความผิดฐานดูหมิ่นเจ้,32,MCQ,ดูหมิ่นเจ้าพนักงานตามข้อใดผู้กระทำ ไม่มีความผิดฐานดูหมิ่นเจ้าพนักงาน ตาม ป.อ. มาตรา 136,"ก. ดูหมิ่นเจ้าพนักงานเพราะเหตุเจ้าพนักงานให้ใบสั่งเนื่องจากทำผิดกฎจราจร 
ข. ดูหมิ่นเจ้าพนักงานเพราะเหตุเจ้าพนักงานเรียกให้ตรวจวัดระดับแอลกอฮอล์ 
ค. ดูหมิ่นเจ้าพนักงานเพราะเหตุเจ้าพนักงานจับกุมเนื่องจากเล่นการพนันผิดกฎหมาย 
ง. ดูหมิ่นเจ้าพนักงานเพราะเหตุเจ้าพนักงานจอดรถขวางทางเข้าออกบ้านพัก 
จ. ดูหมิ่นเจ้าพนักงานเพราะเหตุเจ้าพนักงานจับกุมตามหมายจับ",ง,มาตรา 136,มาตรา 136 กำหนดว่าต้องเป็นการดูหมิ่นเจ้าพนักงาน 'ซึ่งมิได้กระทำการตามหน้าที่ หรือเพราะได้กระทำการตามหน้าที่' กรณีที่เจ้าหน้าที่ตำรวจจอดรถขวางทางเข้าออกบ้านพักเป็นการส่วนตัว ไม่ใช่การปฏิบัติงานตามหน้าที่สาธารณะ การด่าทอหรือดูหมิ่นจึงไม่ผิดมาตรา 136 (แต่อาจผิดฐานดูหมิ่นซึ่งหน้าธรรมดา),โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: กฎหมายอาญา,พิจารณามาตรา 136,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-033,pasted_quiz_data,41216,1,กฎหมายอาญา,เจ้าพนักงานกระทำตามหน้าที่ตามข้อใด ไม่เป็นความผิดฐานเจ้าพนัก,33,MCQ,เจ้าพนักงานกระทำตามหน้าที่ตามข้อใด ไม่เป็นความผิดฐานเจ้าพนักงานเรียกรับสินบน ตาม ป.อ. มาตรา 149,"ก. เรียกรับทรัพย์สินเพื่อนำส่งให้ผู้บังคับบัญชา 
ข. รับทรัพย์สินเป็นรางวัลหลังจากปฏิบัติหน้าที่เรียบร้อยแล้ว 
ค. เรียกรับทรัพย์สินเพื่อที่จะเร่งรัดการทำตามหน้าที่ 
ง. เรียกร้องขอรับบริการโดยไม่ต้องจ่ายค่าบริการ 
จ. ไม่มีข้อใดถูก",ข,มาตรา 149,มาตรา 149 จะเป็นความผิดก็ต่อเมื่อเป็นการเรียก รับ หรือยอมจะรับ ทรัพย์สินหรือประโยชน์โดยมิชอบ 'เพื่อกระทำการหรือไม่กระทำการอย่างใดในหน้าที่' แต่การรับทรัพย์สินที่เป็นรางวัลสินน้ำใจ 'หลังจาก' ที่ได้กระทำหน้าที่เสร็จสิ้นไปแล้วโดยไม่ได้มีการเรียกร้องหรือตกลงกันไว้ก่อน ขาดองค์ประกอบความผิดตามมาตรา 149 (ตามแนวคำพิพากษาศาลฎีกา),โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: กฎหมายอาญา,พิจารณามาตรา 149,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-034,pasted_quiz_data,41216,1,กฎหมายอาญา,ข้อใดไม่ถือเป็นการปลอมเอกสารความผิดฐานเจ้าพนักงานปลอมเอกสารโ,34,MCQ,ข้อใดไม่ถือเป็นการปลอมเอกสารความผิดฐานเจ้าพนักงานปลอมเอกสารโดยอาศัยโอกาสที่มีหน้าที่ ตาม ป.อ. มาตรา 161,"ก. เจ้าพนักงานจัดทำคำสั่งโยกย้ายขึ้นโดยให้เข้าใจว่าเป็นคำสั่งของผู้ว่าราชการจังหวัด 
ข. เจ้าพนักงานทำการแก้ไขรายชื่อผู้ได้รับรางวัลเกษตรกรดีเด่นในคำสั่งตัวจริง 
ค. เจ้าพนักงานลงนามในคำสั่งอนุมัติงบประมาณ โดยลงนามเป็นลายมือชื่อของผู้ว่าราชการจังหวัด 
ง. เจ้าพนักงานกรอกข้อความลงในกระดาษซึ่งมีลายมือชื่อของนายอำเภอโดยไม่ได้รับความยินยอม 
จ. เจ้าพนักงานจัดทำรายงานการเงินโดยมีข้อความไม่ตรงกับความเป็นจริง",จ,"มาตรา 161, 162",การปลอมเอกสาร (ข้อ ก-ง) คือการทำเอกสารเท็จให้เข้าใจว่าเป็นเอกสารจริงหรือมีการแก้ไขเอกสารของผู้อื่น ส่วนการที่เจ้าพนักงานมีหน้าที่ทำรายงานการเงินแล้วบันทึกข้อมูลเท็จลงไปในเอกสารของตนเอง ไม่ใช่การปลอมเอกสาร แต่เป็นความผิดฐาน 'เจ้าพนักงานจดข้อความอันเป็นเท็จลงในเอกสาร' ตามมาตรา 162,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: กฎหมายอาญา,"พิจารณามาตรา 161, 162","",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-035,pasted_quiz_data,41216,1,กฎหมายอาญา,ข้อความใดกล่าวถูกต้องเกี่ยวกับความผิดฐานเบิกความเท็จตาม ป.อ.,35,MCQ,ข้อความใดกล่าวถูกต้องเกี่ยวกับความผิดฐานเบิกความเท็จตาม ป.อ. มาตรา 177,"ก. ความผิดฐานเบิกความเท็จเป็นความผิดที่กระทำต่อพนักงานสอบสวน 
ข. ความผิดฐานเบิกความเท็จเป็นความผิดที่กระทำต่อพนักงานอัยการ และศาล 
ค. ความผิดฐานเบิกความเท็จเป็นความผิดที่กระทำต่อศาลในการพิจารณาคดี 
ง. ความผิดฐานเบิกความเท็จเป็นความผิดที่กระทำต่อศาลในการพิจารณาคดีแพ่งและคดีอาญา 
จ. ความผิดฐานเบิกความเท็จเป็นความผิดที่กระทำต่อศาลในการพิจารณาคดีแพ่งและคดีอาญา และความเท็จนั้นต้องเป็นข้อสำคัญในคดี",จ,มาตรา 177,ความผิดฐานเบิกความเท็จตามมาตรา 177 องค์ประกอบระบุชัดเจนว่า ต้องเป็นการเบิกความอันเป็นเท็จในการพิจารณาคดีต่อศาล (ไม่รวมชั้นพนักงานสอบสวนหรืออัยการ) ใช้ได้ทั้งคดีแพ่งและอาญา และกฎหมายมีเงื่อนไขสำคัญว่า 'ความเท็จนั้นต้องเป็นข้อสำคัญในคดี' มิฉะนั้นจะไม่เป็นความผิด,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: กฎหมายอาญา,พิจารณามาตรา 177,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-036,pasted_quiz_data,41216,1,กฎหมายอาญา,เจ้าหน้าที่ราชทัณฑ์กระทำโดยประมาททำให้ผู้ต้องขังหลุดพ้นจากกา,36,MCQ,เจ้าหน้าที่ราชทัณฑ์กระทำโดยประมาททำให้ผู้ต้องขังหลุดพ้นจากการคุมขังไป แต่ได้พยายามติดตามจับกุมมาได้ภายในกำหนด 3 เดือน ดังนี้เจ้าหน้าที่ราชทัณฑ์จะมีความผิดหรือไม่อย่างไร,"ก. เจ้าหน้าที่ราชทัณฑ์ยังมีความผิดอยู่แต่กฎหมายให้งดการลงโทษ 
ข. เจ้าหน้าที่ราชทัณฑ์มีความผิดแต่ศาลจะไม่ลงโทษก็ได้ 
ค. เจ้าหน้าที่ราชทัณฑ์มีความผิดแต่ศาลจะลงโทษน้อยกว่าที่กฎหมายกำหนดไว้เพียงใดก็ได้ 
ง. เจ้าหน้าที่ราชทัณฑ์ไม่มีความผิดเพราะได้ตัวผู้ต้องขังกลับคืนมาแล้ว 
จ. เจ้าหน้าที่ราชทัณฑ์ไม่มีความผิดเพราะ กฎหมายบัญญัติยกเว้นไม่ต้องรับโทษ",ข,มาตรา 205,ตามมาตรา 205 บัญญัติว่า ถ้าความผิดตามมาตรา 204 (เจ้าพนักงานประมาททำให้นักโทษหนี) ผู้กระทำความผิดได้จัดให้ได้ตัวผู้ที่หลุดพ้นจากการคุมขังกลับคืนมาภายในสามเดือน 'ศาลจะไม่ลงโทษผู้กระทำความผิดก็ได้' (เป็นเหตุยกเว้นโทษชั่วคราวตามดุลยพินิจศาล),โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: กฎหมายอาญา,พิจารณามาตรา 205,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-037,pasted_quiz_data,41216,1,กฎหมายอาญา,การกระทำอย่างไรจึงจะเรียกว่าผิดฐานเป็นซ่องโจร,37,MCQ,การกระทำอย่างไรจึงจะเรียกว่าผิดฐานเป็นซ่องโจร,"ก. บุคคลไม่ต่ำกว่า 5 คน ตกลงจะค้าของหนีภาษี 
ข. บุคคลไม่ต่ำกว่า 5 คน ตกลงสมคบกันจะไปทำร้ายผู้อื่นเพื่อแก้แค้น 
ค. บุคคลไม่ต่ำกว่า 3 คน ตกลงจะไปปล้นผู้อื่น 
ง. บุคคล 5 คน คบคิดกันไปขนเฮโรอีน 
จ. บุคคลไม่ต่ำกว่า 5 คน ร่วมกันไปทำร้ายผู้อื่น โดยแบ่งหน้าที่กันทำ",ข,มาตรา 210,ความผิดฐานซ่องโจรตามมาตรา 210 กำหนดจำนวนบุคคลไว้ว่าต้องตั้งแต่ 'ห้าคนขึ้นไป' สมคบกันเพื่อกระทำความผิดตามที่บัญญัติไว้ในภาค 2 นี้ และความผิดนั้นต้องมีกำหนดโทษจำคุกขั้นสูงตั้งแต่หนึ่งปีขึ้นไป การสมคบกันไปทำร้ายร่างกาย (มาตรา 295) จึงเข้าเงื่อนไขซ่องโจร ส่วนข้อ ค จำนวนคนไม่ครบ,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: กฎหมายอาญา,พิจารณามาตรา 210,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-038,pasted_quiz_data,41216,1,กฎหมายอาญา,เขียวจะไม่ต้องรับผิดในกรณีใด,38,MCQ,เขียวจะไม่ต้องรับผิดในกรณีใด,"ก. จุดไฟเผาหญ้าในสวน แล้วไม่ระวัง ไฟลามไปไหม้ต้นข้าวโพดของผู้อื่นเสียหาย 
ข. ใช้ถ่านทำอาหารเสร็จแล้ว เอาถ่านที่กำลังคุอยู่ทิ้งลงไปใต้ถุนบ้าน ซึ่งมีกองขยะอยู่ทำให้เกิดไฟไหม้บ้านเสียหายหลายหลัง 
ค. ไปพักบ้านคนอื่น ใช้เตารีดไฟฟ้ารีดผ้าแล้วไม่ถอดปลั๊กออก เตารีดร้อนจัดทำให้ไฟไหม้โต๊ะรีดผ้าเสียหาย 
ง. เกิดไฟฟ้าลัดวงจรในบ้านตอนกลางคืนเพราะใช้อุปกรณ์ไฟฟ้าที่ใช้งานมานาน ทำให้ไฟไหม้บ้านหลายหลัง 
จ. จุดกองไฟเพื่อไล่ยุง แล้วดับไม่สนิทเป็นเหตุให้ไฟไหม้บ้านผู้อื่น",ง,มาตรา 225 (กระทำโดยประมาททำให้เกิดเพลิงไหม้),การเกิดไฟฟ้าลัดวงจรเนื่องจากอุปกรณ์ไฟฟ้าเก่าเสื่อมสภาพตามเวลาปกติในเวลากลางคืน โดยที่เจ้าของบ้านไม่ได้กระทำการใดที่เป็นการจงใจหรือประมาทเลินเล่อโดยตรง ถือเป็นอุบัติเหตุหรือเหตุสุดวิสัย ไม่ใช่การกระทำโดยประมาทของบุคคล เขียวจึงไม่ต้องรับผิดทางอาญา,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: กฎหมายอาญา,พิจารณามาตรา 225,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-039,pasted_quiz_data,41216,1,กฎหมายอาญา,เอาป้ายทะเบียนแท้จริงของรถยนต์คันหนึ่งของตนมาติดไว้ประจำที่ร,39,MCQ,เอาป้ายทะเบียนแท้จริงของรถยนต์คันหนึ่งของตนมาติดไว้ประจำที่รถอีกคันหนึ่งของตน ไม่เป็นความผิดฐานใช้เอกสารราชการปลอม เพราะเหตุใด,"ก. ไม่น่าเสียหายแก่ผู้อื่นและประชาชน 
ข. ไม่ถือว่าเป็นการใช้ 
ค. ป้ายทะเบียนรถยนต์เป็นป้ายแท้จริง 
ง. ทำได้ตามหลักกรรมสิทธิ์ 
จ. ไม่ทำให้ผู้อื่นหลงเชื่อว่าเป็นเอกสารแท้จริง",ค,"มาตรา 265, 268",ความผิดฐานใช้เอกสารราชการปลอม ตัววัตถุแห่งการกระทำต้องเป็น 'เอกสารปลอม' (สร้างขึ้นใหม่หรือดัดแปลงโดยไม่มีอำนาจ) แต่การนำแผ่นป้ายทะเบียนจริงซึ่งออกโดยกรมการขนส่งทางบก (แม้จะผิดคัน) มาติด ตัวแผ่นป้ายยังคงเป็น 'เอกสารแท้จริง' จึงขาดองค์ประกอบภายนอกเรื่องวัตถุปลอม (ตามแนวคำพิพากษาศาลฎีกา),โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: กฎหมายอาญา,"พิจารณามาตรา 265, 268","",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-040,pasted_quiz_data,41216,1,กฎหมายอาญา,ถ้าผู้ใดปลอมเอกสารและใช้เอกสารปลอมด้วย ผู้นั้นจะต้องรับผิดอย,40,MCQ,ถ้าผู้ใดปลอมเอกสารและใช้เอกสารปลอมด้วย ผู้นั้นจะต้องรับผิดอย่างไร,"ก. เรียงกระทงลงโทษ 
ข. เพียงกระทงเดียวคือใช้เอกสารปลอม 
ค. เพียงกระทงเดียวคือฐานปลอมแปลงเอกสาร 
ง. เป็นทวีคูณด้วยการเพิ่มโทษเท่าตัว 
จ. ลงโทษกระทงเดียวเฉพาะบทที่มีโทษหนัก",ข,มาตรา 268 วรรคสอง,มาตรา 268 วรรคสอง บัญญัติเป็นข้อยกเว้นไว้ว่า ถ้าผู้ปลอมเอกสารตามมาตรา 264-266 เป็นผู้ใช้เอกสารปลอมนั้นเองตามมาตรา 268 วรรคแรก ให้ลงโทษตามมาตรา 268 ฐานใช้เอกสารปลอม 'แต่กระทงเดียว' โดยไม่ต้องลงโทษฐานปลอมเอกสารซ้อนอีก,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: กฎหมายอาญา,พิจารณามาตรา 268,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-041,pasted_quiz_data,41216,1,บทบัญญัติทั่วไปทางอาญา,แดงประสงค์จะฆ่าดำ ซึ่งกำลังป่วยรักษาตัวอยู่ในโรงพยาบาล แดงจึ,41,MCQ,แดงประสงค์จะฆ่าดำ ซึ่งกำลังป่วยรักษาตัวอยู่ในโรงพยาบาล แดงจึงแอบเอายาพิษไปใส่ในหลอดยาฉีดที่พยาบาลเตรียมไว้เพื่อฉีดให้ดำ โดยพยาบาลฉีดยานั้นให้ดำโดยไม่ทราบความจริง ดำถึงแก่ความตายเพราะเหตุดังกล่าว เช่นนี้แดงกับพยาบาลจะมีความผิดฐานใดหรือไม่อย่างไร,"ก. แดง และพยาบาลมีความผิดฐานร่วมกันฆ่าผู้อื่นโดยเจตนา 
ข. แดงไม่มีความผิด เพราะไม่ได้เป็นคนลงมือฆ่าดำเอง ส่วนพยาบาลมีความผิดฐานประมาทเป็นเหตุให้ผู้อื่นถึงแก่ความตาย 
ค. แดงมีความผิดฐาน ฆ่าผู้อื่นโดยเจตนา ส่วนพยาบาลไม่มีความผิดเพราะขาดเจตนา 
ง. แดงมีความผิดฐานฆ่าผู้อื่นโดยเจตนา พยาบาลมีความผิดฐานฆ่าผู้อื่นโดยไม่เจตนา 
จ. แดงมีความผิดฐานฆ่าผู้อื่น ส่วนพยาบาลมีความผิดเพียงฐานพยายามฆ่าเท่านั้น",ค,"มาตรา 59, 288",แดงใช้พยาบาลเป็นเครื่องมือในการกระทำความผิดโดยที่พยาบาลไม่รู้อันแท้จริง (ตัวการทางอ้อม / Innocent Agent) แดงจึงมีความผิดฐานฆ่าผู้อื่นโดยเจตนาเสมือนลงมือเอง ส่วนพยาบาลปฏิบัติหน้าที่ตามปกติโดยไม่มีเหตุอันควรทราบว่ามียาพิษ พยาบาลจึงขาดเจตนาและไม่ประมาท พยาบาลจึงไม่มีความผิด,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: บทบัญญัติทั่วไปทางอาญา,"พิจารณามาตรา 59, 288","",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
